time,prey,predator,prey_noisy,predator_noisy
55.355355,0.185854,0.066032,0.541586,0.100000
55.455455,0.206950,0.063565,0.191726,0.100000
55.555556,0.230463,0.061204,0.176785,0.100000
55.655656,0.256671,0.058945,0.124954,0.100000
55.755756,0.285885,0.056785,0.105445,0.163988
55.855856,0.318451,0.054722,0.100916,0.167147
55.955956,0.354755,0.052751,0.199393,0.100000
56.056056,0.395228,0.050871,0.382873,0.100000
56.156156,0.440351,0.049079,0.498786,0.100000
56.256256,0.490660,0.047373,0.499600,0.100000
56.356356,0.546753,0.045750,0.412937,0.100000
56.456456,0.609298,0.044209,0.766651,0.100000
56.556557,0.679038,0.042749,0.808287,0.100000
56.656657,0.756803,0.041367,0.728896,0.100000
56.756757,0.843520,0.040062,0.729389,0.100000
56.856857,0.940220,0.038835,1.036086,0.140227
56.956957,1.048056,0.037683,1.080914,0.100000
57.057057,1.168312,0.036608,0.915179,0.100000
57.157157,1.302421,0.035608,1.290538,0.100000
57.257257,1.451980,0.034685,1.497784,0.100000
57.357357,1.618770,0.033839,1.461503,0.100000
57.457457,1.804777,0.033072,1.837962,0.100000
57.557558,2.012217,0.032387,1.757913,0.100000
57.657658,2.243558,0.031785,2.477124,0.100000
57.757758,2.501551,0.031270,2.719693,0.174217
57.857858,2.789264,0.030848,2.745124,0.100000
57.957958,3.110114,0.030525,3.173646,0.100000
58.058058,3.467910,0.030307,3.046654,0.195603
58.158158,3.866892,0.030206,3.664762,0.100000
58.258258,4.311784,0.030231,4.260431,0.106681
58.358358,4.807843,0.030400,4.620433,0.100000
58.458458,5.360919,0.030730,5.485796,0.100000
58.558559,5.977518,0.031246,6.326646,0.100000
58.658659,6.664870,0.031979,6.459197,0.100000
58.758759,7.431006,0.032967,7.284617,0.163962
58.858859,8.284834,0.034262,8.325990,0.100000
58.958959,9.236221,0.035932,9.517845,0.100000
59.059059,10.296080,0.038063,10.082408,0.100000
59.159159,11.476451,0.040775,11.519983,0.100000
59.259259,12.790572,0.044228,13.108936,0.100000
59.359359,14.252934,0.048645,13.964206,0.100000
59.459459,15.879296,0.054336,15.655364,0.106854
59.559560,17.686630,0.061743,17.612584,0.124622
59.659660,19.692948,0.071511,19.601949,0.116092
59.759760,21.916912,0.084595,22.058955,0.117748
59.859860,24.377076,0.102446,24.419318,0.321673
59.959960,27.090465,0.127316,26.780201,0.100000
60.060060,30.069979,0.162795,30.160073,0.155162
60.160160,33.319644,0.214755,33.218690,0.372139
60.260260,36.825905,0.293047,37.048679,0.468752
60.360360,40.541569,0.414626,40.431867,0.217075
60.460460,44.356238,0.609257,44.244957,0.565855
60.560561,48.042998,0.929740,48.137588,1.118448
60.660661,51.168874,1.468720,51.302234,1.539316
60.760761,52.972101,2.380015,53.050429,2.407146
60.860861,52.293325,3.882798,51.998682,3.852551
60.960961,47.862670,6.180045,47.956718,6.126717
61.061061,39.334561,9.214265,39.153763,9.254312
61.161161,28.446673,12.436940,28.487799,12.401873
61.261261,18.255249,15.069160,18.006380,15.063244
61.361361,10.752725,16.697705,10.830742,16.708627
61.461461,6.048304,17.413926,5.907310,17.319710
61.561562,3.350391,17.513362,3.126186,17.587300
61.661662,1.863056,17.257933,1.987833,17.662861
61.761762,1.050976,16.817335,1.093216,16.570426
61.861862,0.604634,16.288144,0.497311,16.333165
61.961962,0.355604,15.722375,0.609271,15.616748
62.062062,0.213986,15.147425,0.136960,15.227654
62.162162,0.131757,14.577578,0.137369,14.584047
62.262262,0.082979,14.020193,0.129985,14.126051
62.362362,0.053422,13.478951,0.100000,13.642285
62.462462,0.035134,12.955563,0.117489,12.982300
62.562563,0.023587,12.450675,0.100000,12.607971
62.662663,0.016153,11.964346,0.100000,11.638611
62.762763,0.011275,11.496316,0.249466,11.717306
62.862863,0.008016,11.046151,0.100000,11.098265
62.962963,0.005801,10.613327,0.100000,10.763091
63.063063,0.004270,10.197274,0.285862,10.027774
63.163163,0.003194,9.797403,0.448818,9.681970
63.263263,0.002428,9.413128,0.100000,9.433406
63.363363,0.001873,9.043865,0.100000,9.041498
63.463463,0.001466,8.689046,0.100000,8.728378
63.563564,0.001164,8.348119,0.100000,8.498810
63.663664,0.000936,8.020547,0.100000,7.775274
63.763764,0.000763,7.705814,0.100000,7.841124
63.863864,0.000630,7.403420,0.101937,7.404570
63.963964,0.000526,7.112883,0.100000,7.084568
64.064064,0.000444,6.833743,0.100000,6.629334
64.164164,0.000379,6.565552,0.122599,6.635449
64.264264,0.000327,6.307883,0.359137,5.972447
64.364364,0.000285,6.060323,0.100000,6.150416
64.464464,0.000251,5.822477,0.100000,5.615152
64.564565,0.000223,5.593963,0.100000,5.601391
64.664665,0.000200,5.374417,0.107747,5.357859
64.764765,0.000181,5.163486,0.100000,5.325991
64.864865,0.000165,4.960833,0.100000,4.936009
64.964965,0.000151,4.766133,0.100000,4.669683
65.065065,0.000140,4.579073,0.323141,4.508682
65.165165,0.000131,4.399355,0.100000,4.576219
65.265265,0.000123,4.226690,0.291670,4.301207
65.365365,0.000116,4.060801,0.100000,4.007219
65.465465,0.000110,3.901423,0.102764,3.868569
65.565566,0.000106,3.748300,0.100000,3.530544
65.665666,0.000102,3.601187,0.100000,3.655164
65.765766,0.000099,3.459847,0.100000,3.215324
65.865866,0.000096,3.324055,0.212045,3.428515
65.965966,0.000094,3.193592,0.100000,3.211464
66.066066,0.000093,3.068249,0.100000,3.399911
66.166166,0.000092,2.947826,0.100000,2.794965
66.266266,0.000091,2.832129,0.100000,2.817865
66.366366,0.000091,2.720974,0.100000,2.970842
66.466466,0.000092,2.614180,0.100000,2.779722
66.566567,0.000092,2.511579,0.100000,2.414842
66.666667,0.000093,2.413004,0.100000,2.444124
66.766767,0.000095,2.318298,0.100000,2.318576
66.866867,0.000097,2.227309,0.100000,2.266486
66.966967,0.000099,2.139892,0.100000,2.042811
67.067067,0.000102,2.055905,0.137293,2.043494
67.167167,0.000105,1.975215,0.100000,1.753169
67.267267,0.000108,1.897692,0.100000,1.916467
67.367367,0.000112,1.823211,0.100000,1.885740
67.467467,0.000116,1.751654,0.146216,1.720054
67.567568,0.000121,1.682905,0.100000,1.458497
67.667668,0.000127,1.616855,0.416607,1.754209
67.767768,0.000133,1.553397,0.100000,1.604047
67.867868,0.000140,1.492429,0.100000,1.391551
67.967968,0.000147,1.433855,0.100000,1.394866
68.068068,0.000155,1.377580,0.142928,1.169065
68.168168,0.000164,1.323513,0.109429,1.181035
68.268268,0.000174,1.271569,0.218976,1.196841
68.368368,0.000185,1.221663,0.100000,1.392349
68.468468,0.000196,1.173716,0.100000,1.084859
68.568569,0.000209,1.127651,0.100000,1.216608
68.668669,0.000224,1.083394,0.138456,1.008597
68.768769,0.000239,1.040875,0.262156,1.075326
68.868869,0.000256,1.000024,0.100000,0.980377
68.968969,0.000275,0.960776,0.100000,1.082086
69.069069,0.000296,0.923069,0.100000,0.848759
69.169169,0.000319,0.886843,0.100000,0.668343
69.269269,0.000344,0.852038,0.166763,0.660019
69.369369,0.000371,0.818599,0.100000,0.744696
69.469469,0.000401,0.786473,0.100000,0.612919
69.569570,0.000434,0.755608,0.100000,0.812606
69.669670,0.000470,0.725954,0.100000,0.661237
69.769770,0.000510,0.697465,0.100000,1.027411
69.869870,0.000554,0.670093,0.100000,0.428642
69.969970,0.000603,0.643796,0.100000,0.672091
70.070070,0.000656,0.618532,0.195203,0.461805
70.170170,0.000715,0.594259,0.100000,0.525702
70.270270,0.000780,0.570939,0.100000,0.590589
70.370370,0.000851,0.548535,0.100000,0.225430
70.470470,0.000930,0.527010,0.184326,0.559917
70.570571,0.001017,0.506331,0.100000,0.770736
70.670671,0.001113,0.486463,0.100000,0.423459
70.770771,0.001219,0.467375,0.100000,0.503475
70.870871,0.001337,0.449037,0.100000,0.591447
70.970971,0.001466,0.431419,0.114647,0.408638
71.071071,0.001609,0.414492,0.100000,0.333769
71.171171,0.001768,0.398231,0.124419,0.100000
71.271271,0.001943,0.382607,0.100000,0.471672
71.371371,0.002137,0.367598,0.100000,0.351873
71.471471,0.002351,0.353178,0.100000,0.212468
71.571572,0.002589,0.339325,0.100000,0.356915
71.671672,0.002852,0.326015,0.100000,0.244914
71.771772,0.003143,0.313229,0.123013,0.239805
71.871872,0.003466,0.300945,0.100000,0.385188
71.971972,0.003824,0.289144,0.100000,0.103178
72.072072,0.004221,0.277806,0.100000,0.423328
72.172172,0.004662,0.266914,0.201840,0.100000
72.272272,0.005150,0.256451,0.100000,0.164370
72.372372,0.005692,0.246399,0.100000,0.513588
72.472472,0.006293,0.236742,0.100000,0.393386
72.572573,0.006961,0.227465,0.262376,0.241027
72.672673,0.007702,0.218553,0.100000,0.100000
72.772773,0.008525,0.209993,0.142653,0.136451
72.872873,0.009439,0.201769,0.100000,0.211950
72.972973,0.010455,0.193869,0.100000,0.199082
73.073073,0.011584,0.186280,0.100000,0.173654
73.173173,0.012838,0.178991,0.100000,0.174706
73.273273,0.014232,0.171989,0.110152,0.142202
73.373373,0.015781,0.165263,0.100000,0.100000
73.473473,0.017505,0.158803,0.100000,0.100000
73.573574,0.019421,0.152598,0.100000,0.279683
73.673674,0.021552,0.146639,0.157506,0.100000
73.773774,0.023922,0.140916,0.164988,0.114577
73.873874,0.026560,0.135419,0.100000,0.100000
73.973974,0.029494,0.130140,0.100000,0.145612
74.074074,0.032759,0.125072,0.207865,0.100000
74.174174,0.036393,0.120204,0.244008,0.325485
74.274274,0.040438,0.115531,0.100000,0.185919
74.374374,0.044941,0.111044,0.100000,0.100000
74.474474,0.049954,0.106736,0.100000,0.200002
74.574575,0.055535,0.102601,0.218246,0.100000
74.674675,0.061751,0.098632,0.375971,0.100000
74.774775,0.068672,0.094822,0.158921,0.138427
74.874875,0.076380,0.091167,0.100000,0.100000
74.974975,0.084967,0.087659,0.100000,0.211719
75.075075,0.094531,0.084294,0.100000,0.100000
75.175175,0.105186,0.081067,0.100000,0.100000
75.275275,0.117056,0.077971,0.100000,0.100000
75.375375,0.130282,0.075004,0.488406,0.100000
75.475475,0.145019,0.072159,0.457067,0.224890
75.575576,0.161441,0.069433,0.360023,0.156803
75.675676,0.179742,0.066822,0.100000,0.304415
75.775776,0.200138,0.064321,0.349596,0.379406
75.875876,0.222871,0.061928,0.334678,0.100000
75.975976,0.248208,0.059637,0.325565,0.100000
76.076076,0.276451,0.057447,0.494893,0.100000
76.176176,0.307934,0.055354,0.418998,0.100000
76.276276,0.343031,0.053355,0.472386,0.100000
76.376376,0.382157,0.051447,0.493489,0.100000
76.476476,0.425779,0.049628,0.485349,0.100000
76.576577,0.474413,0.047895,0.162636,0.100000
76.676677,0.528638,0.046246,0.543255,0.100000
76.776777,0.589098,0.044680,0.491876,0.161692
76.876877,0.656514,0.043195,0.432797,0.100000
76.976977,0.731687,0.041789,1.025670,0.432172
77.077077,0.815513,0.040460,1.117742,0.100000
77.177177,0.908989,0.039209,1.146581,0.100000
77.277277,1.013228,0.038034,1.057839,0.100000
77.377377,1.129473,0.036935,1.365563,0.273992
77.477477,1.259107,0.035911,1.261214,0.191463
77.577578,1.403676,0.034964,1.439125,0.100000
77.677678,1.564900,0.034094,1.373761,0.100000
77.777778,1.744701,0.033303,1.814095,0.100000
77.877878,1.945218,0.032591,1.955774,0.100000
77.977978,2.168840,0.031963,1.941135,0.235154
78.078078,2.418225,0.031421,2.409276,0.143857
78.178178,2.696340,0.030970,2.682403,0.100000
78.278278,3.006488,0.030615,3.320703,0.100000
78.378378,3.352353,0.030363,3.508662,0.100000
78.478478,3.738034,0.030224,3.740035,0.125787
78.578579,4.168101,0.030209,4.211589,0.198736
78.678679,4.647638,0.030331,4.655366,0.184448
78.778779,5.182304,0.030609,5.146835,0.100000
78.878879,5.778394,0.031064,5.589185,0.100000
78.978979,6.442906,0.031725,6.416502,0.172829
79.079079,7.183611,0.032629,7.053193,0.100000
79.179179,8.009137,0.033823,7.790581,0.100000
79.279279,8.929043,0.035367,9.018405,0.100000
79.379379,9.953909,0.037344,10.022302,0.100000
79.479479,11.095413,0.039860,10.783096,0.100000
79.579580,12.366416,0.043062,12.344970,0.100000
79.679680,13.781013,0.047151,13.955062,0.100000
79.779780,15.354572,0.052405,15.539725,0.100000
79.879880,17.103698,0.059220,17.283014,0.100000
79.979980,19.046108,0.068168,19.052910,0.100000
80.080080,21.200324,0.080093,21.052609,0.100000
80.180180,23.585044,0.096264,23.395613,0.157742
80.280280,26.217981,0.118642,26.278218,0.100000
80.380380,29.113700,0.150322,29.179998,0.100000
80.480480,32.279687,0.196328,32.504713,0.209160
80.580581,35.709144,0.265024,35.901422,0.100000
80.680681,39.367724,0.370693,39.344610,0.436976
80.780781,43.169049,0.538275,42.951561,0.538197
80.880881,46.930145,0.811938,46.874365,0.817454
80.980981,50.294269,1.269704,50.332241,1.403196
81.081081,52.615312,2.044283,52.579988,1.772944
81.181181,52.852532,3.337258,52.751515,3.062998
81.281281,49.698609,5.374764,49.742813,5.412809
81.381381,42.367838,8.214322,42.279746,8.213333
81.481481,31.903723,11.463143,31.793937,11.486788
81.581582,21.191105,14.349804,21.245548,14.285593
81.681682,12.763390,16.300194,12.693122,16.392505
81.781782,7.254947,17.271595,7.297617,17.401183
81.881882,4.027679,17.530898,4.075435,17.598147
81.981982,2.233744,17.363483,2.034571,17.327241
82.082082,1.253522,16.967351,1.169400,16.674492
82.182182,0.716507,16.458555,0.967832,16.565439
82.282282,0.418458,15.900373,0.215326,16.070129
82.382382,0.250013,15.326294,0.100000,15.415854
82.482482,0.152847,14.753830,0.100000,14.631606
82.582583,0.095593,14.192044,0.100681,14.285666
82.682683,0.061127,13.645525,0.100000,13.765094
82.782783,0.039939,13.116475,0.100000,13.333069
82.882883,0.026644,12.605802,0.238885,12.484069
82.982983,0.018135,12.113714,0.100000,12.082249
83.083083,0.012585,11.640030,0.100000,11.743862
83.183183,0.008897,11.184359,0.281837,11.192336
83.283283,0.006403,10.746198,0.100000,10.590947
83.383383,0.004689,10.324988,0.100000,10.382598
83.483483,0.003490,9.920145,0.100000,10.000548
83.583584,0.002640,9.531079,0.100000,9.543301
83.683684,0.002027,9.157205,0.100000,9.187716
83.783784,0.001580,8.797952,0.251105,8.762005
83.883884,0.001249,8.452760,0.322425,8.658163
83.983984,0.001001,8.121088,0.100000,7.995939
84.084084,0.000812,7.802414,0.333818,7.720807
84.184184,0.000668,7.496232,0.100000,7.497758
84.284284,0.000555,7.202056,0.307101,7.324185
84.384384,0.000467,6.919418,0.100000,6.711361
84.484484,0.000398,6.647866,0.100000,6.465803
84.584585,0.000342,6.386967,0.100000,6.103829
84.684685,0.000297,6.136304,0.555963,6.140847
84.784785,0.000261,5.895477,0.149066,5.740091
84.884885,0.000231,5.664099,0.100000,5.610667
84.984985,0.000206,5.441800,0.169588,5.533698
85.085085,0.000186,5.228225,0.100000,5.139084
85.185185,0.000169,5.023031,0.100000,5.055168
85.285285,0.000155,4.825890,0.158979,4.784298
85.385385,0.000143,4.636486,0.100000,4.729874
85.485485,0.000133,4.454514,0.100000,4.520532
85.585586,0.000125,4.279684,0.100000,4.183542
85.685686,0.000118,4.111716,0.100000,4.088282
85.785786,0.000112,3.950340,0.100000,4.095365
85.885886,0.000107,3.795297,0.100000,3.849956
85.985986,0.000103,3.646339,0.116620,3.452234
86.086086,0.000100,3.503227,0.100000,3.594324
86.186186,0.000097,3.365732,0.100000,3.215028
86.286286,0.000095,3.233634,0.100000,3.429899
86.386386,0.000093,3.106720,0.100000,3.249016
86.486486,0.000092,2.984787,0.100000,3.025066
86.586587,0.000092,2.867639,0.145356,2.889486
86.686687,0.000091,2.755090,0.100000,2.726045
86.786787,0.000092,2.646958,0.100000,2.741237
86.886887,0.000092,2.543069,0.100000,2.491551
86.986987,0.000093,2.443259,0.100000,2.475991
87.087087,0.000094,2.347365,0.100000,2.468519
87.187187,0.000096,2.255236,0.100000,2.177174
87.287287,0.000098,2.166722,0.126703,2.081103
87.387387,0.000101,2.081682,0.100000,1.915728
87.487487,0.000104,1.999980,0.100000,1.852074
87.587588,0.000107,1.921485,0.100000,1.667433
87.687688,0.000111,1.846071,0.100000,1.947479
87.787788,0.000115,1.773616,0.100000,2.024961
87.887888,0.000120,1.704005,0.100000,1.902052
87.987988,0.000125,1.637127,0.100000,1.411186
88.088088,0.000131,1.572873,0.100000,1.673590
88.188188,0.000137,1.511142,0.165787,1.708740
88.288288,0.000145,1.451833,0.100000,1.388360
88.388388,0.000152,1.394852,0.100000,1.408948
88.488488,0.000161,1.340107,0.100000,1.061115
88.588589,0.000171,1.287512,0.100000,1.324574
88.688689,0.000181,1.236980,0.217799,1.089201
88.788789,0.000193,1.188432,0.100000,1.216171
88.888889,0.000205,1.141790,0.100000,0.924864
88.988989,0.000219,1.096978,0.100000,1.172407
89.089089,0.000234,1.053925,0.100000,1.196279
89.189189,0.000251,1.012562,0.100000,0.903741
89.289289,0.000269,0.972822,0.100000,0.814849
89.389389,0.000289,0.934642,0.100000,0.635068
89.489489,0.000311,0.897961,0.100000,0.860944
89.589590,0.000336,0.862720,0.183761,0.781909
89.689690,0.000362,0.828862,0.100000,0.613351
89.789790,0.000391,0.796333,0.100000,0.859279
89.889890,0.000423,0.765081,0.100000,0.702558
89.989990,0.000459,0.735055,0.100000,0.585584
90.090090,0.000498,0.706209,0.100000,0.629152
90.190190,0.000540,0.678494,0.100000,0.827350
90.290290,0.000587,0.651868,0.100000,0.735644
90.390390,0.000639,0.626286,0.278271,0.608219
90.490490,0.000696,0.601709,0.100000,0.687732
90.590591,0.000759,0.578097,0.360900,0.416791
90.690691,0.000828,0.555411,0.100000,0.559909
90.790791,0.000905,0.533617,0.100000,0.554087
90.890891,0.000989,0.512678,0.100000,0.447395
90.990991,0.001082,0.492561,0.100000,0.553067
91.091091,0.001185,0.473233,0.100000,0.364794
91.191191,0.001299,0.454665,0.100000,0.525504
91.291291,0.001425,0.436826,0.100000,0.513506
91.391391,0.001563,0.419687,0.100000,0.100000
91.491491,0.001717,0.403222,0.174316,0.568612
91.591592,0.001886,0.387402,0.204219,0.100000
91.691692,0.002074,0.372205,0.253141,0.286606
91.791792,0.002282,0.357604,0.100000,0.500074
91.891892,0.002512,0.343576,0.240840,0.299490
91.991992,0.002767,0.330100,0.100000,0.126377
92.092092,0.003049,0.317153,0.100000,0.165181
92.192192,0.003362,0.304715,0.100000,0.447401
92.292292,0.003709,0.292766,0.100000,0.100000
92.392392,0.004094,0.281286,0.100000,0.438157
92.492492,0.004520,0.270257,0.100000,0.262601
92.592593,0.004993,0.259662,0.333998,0.100000
92.692693,0.005517,0.249484,0.100000,0.168461
92.792793,0.006100,0.239706,0.100000,0.100000
92.892893,0.006746,0.230312,0.100000,0.350673
92.992993,0.007463,0.221289,0.100000,0.323058
93.093093,0.008260,0.212620,0.100000,0.100000
93.193193,0.009145,0.204293,0.100000,0.148214
93.293293,0.010128,0.196293,0.213824,0.100000
93.393393,0.011220,0.188609,0.299185,0.368339
93.493493,0.012433,0.181228,0.100000,0.100000
93.593594,0.013782,0.174138,0.116835,0.397042
93.693694,0.015282,0.167327,0.100000,0.162701
93.793794,0.016949,0.160786,0.100000,0.100000
93.893894,0.018802,0.154503,0.183166,0.100000
93.993994,0.020864,0.148468,0.172236,0.100000
94.094094,0.023157,0.142672,0.100000,0.100000
94.194194,0.025709,0.137106,0.180651,0.150282
94.294294,0.028547,0.131760,0.114333,0.100000
94.394394,0.031706,0.126627,0.241520,0.100000
94.494494,0.035221,0.121698,0.100000,0.100000
94.594595,0.039133,0.116965,0.100000,0.100000
94.694695,0.043488,0.112420,0.102193,0.100000
94.794795,0.048336,0.108058,0.100000,0.100000
94.894895,0.053734,0.103869,0.120663,0.100000
94.994995,0.059745,0.099849,0.100000,0.377879
95.095095,0.066438,0.095991,0.100000,0.103829
95.195195,0.073892,0.092288,0.152862,0.126382
95.295295,0.082195,0.088735,0.165668,0.100000
95.395395,0.091444,0.085326,0.100000,0.100000
95.495495,0.101746,0.082057,0.100000,0.111972
95.595596,0.113224,0.078921,0.352796,0.100000
95.695696,0.126013,0.075914,0.100000,0.202087
95.795796,0.140262,0.073032,0.532325,0.100000
95.895896,0.156140,0.070269,0.155804,0.100000
95.995996,0.173834,0.067623,0.245159,0.100000
96.096096,0.193554,0.065088,0.476184,0.100000
96.196196,0.215532,0.062661,0.238435,0.100000
96.296296,0.240028,0.060339,0.100000,0.100000
96.396396,0.267333,0.058118,0.248153,0.100000
96.496496,0.297770,0.055995,0.291545,0.100000
96.596597,0.331700,0.053967,0.100000,0.121370
96.696697,0.369525,0.052031,0.324805,0.100000
96.796797,0.411695,0.050184,0.281959,0.100000
96.896897,0.458710,0.048425,0.620288,0.100000
96.996997,0.511130,0.046751,0.517180,0.157429
97.097097,0.569577,0.045159,0.520144,0.100000
97.197197,0.634747,0.043649,0.616186,0.100000
97.297297,0.707415,0.042218,0.746417,0.100000
97.397397,0.788447,0.040865,0.896266,0.276602
97.497497,0.878806,0.039590,0.704056,0.100000
97.597598,0.979570,0.038391,0.797500,0.145361
97.697698,1.091938,0.037269,1.285036,0.100000
97.797798,1.217248,0.036222,1.145172,0.100000
97.897898,1.356995,0.035251,1.109330,0.254105
97.997998,1.512841,0.034357,1.590420,0.102256
98.098098,1.686643,0.033540,1.767641,0.100000
98.198198,1.880471,0.032804,1.612902,0.100000
98.298298,2.096633,0.032149,2.136746,0.100000
98.398398,2.337699,0.031580,2.466279,0.100000
98.498498,2.606537,0.031100,2.671980,0.100000
98.598599,2.906343,0.030714,3.016814,0.100000
98.698699,3.240676,0.030430,2.995209,0.100000
98.798799,3.613502,0.030255,3.671368,0.100000
98.898899,4.029240,0.030200,3.976342,0.100000
98.998999,4.492806,0.030277,4.408414,0.100000
99.099099,5.009676,0.030505,5.161850,0.100000
99.199199,5.585940,0.030902,5.844518,0.106673
99.299299,6.228368,0.031496,6.542024,0.100000
99.399399,6.944484,0.032320,7.174313,0.166428
99.499499,7.742640,0.033417,7.723458,0.100000
99.599600,8.632096,0.034845,8.693752,0.100000
99.699700,9.623107,0.036677,9.757148,0.100000
99.799800,10.726999,0.039012,10.748181,0.100000
99.899900,11.956258,0.041982,11.979116,0.100000
100.000000,13.324591,0.045769,13.468584,0.353421
